,average_voltage,capacity_grav,capacity_vol,energy_grav,energy_vol,max_frac,max_voltage,min_frac,min_instability,min_voltage,nsteps,numsites
1233,3.721370412,126.0056288,586.1110214,468.9136189,2181.136213,0.142857143,3.721370412,0.0,0.003917342,3.721370412,1,12
1234,3.72120939,126.0056288,560.0280196,468.8933291,2083.981525,0.142857143,3.72120939,0.0,0.048042387,3.72120939,1,12
1235,3.207240195,174.8425298,715.6875672,560.7619894,2295.381933,0.181818182,3.207240195,0.0,0.068392737,3.207240195,1,18
1236,-1.593907,157.6440421,80.21975367,-251.2699422,-127.8628269,0.5,-1.593907,0.0,0.138280661,-1.593907,1,2
1237,3.682315338,96.75932433,329.8866805,356.298344,1214.746783,0.153846154,3.682315338,0.083333333,0.070908271,3.682315338,1,11
1238,3.305205951,205.3817887,733.5305491,678.8291102,2424.469536,0.166666667,3.69368465,0.0,0.071034453,2.843897042,3,5
1239,2.9946665,87.84546921,296.2448346,263.0678838,887.1544819,0.08,2.9946665,0.0,6.22e-05,2.9946665,1,23
1240,3.027070403,102.4872652,367.3124572,310.2361671,1111.880668,0.118421053,3.027070403,0.014705882,0.072538497,3.027070403,1,67
1241,1.70530865,66.75502756,280.7577853,113.8379259,478.7786798,0.25,1.70530865,0.2,0.072660534,1.70530865,1,12
1242,3.79914031,153.9957169,611.4189969,585.0513355,2322.866558,0.142857143,3.79914031,0.0,0.055582799,3.79914031,1,24
1243,4.019925985,105.4965438,323.7780642,424.0882979,1301.563854,0.090909091,4.019925985,0.0,0.019935581,4.019925985,1,5
1244,3.30207447,205.3817887,733.2822868,678.185961,2421.352718,0.166666667,3.855117945,0.0,0.070283697,2.735489255,3,5
1245,2.53830611,210.0789076,868.0563622,533.2445746,2203.392768,0.294117647,2.53830611,0.142857143,0.075831088,2.53830611,1,24
1246,3.61511745,116.7608858,321.8964238,422.1043157,1163.693379,0.230769231,3.61511745,0.166666667,0.070484733,3.61511745,1,10
1247,5.51843431,50.07872175,140.4979651,276.3561363,775.3287911,0.041666667,5.51843431,0.0,0.051114744,5.51843431,1,23
1248,5.73680248,88.58521243,279.1606376,508.1958664,1601.489438,0.071428571,5.73680248,0.0,0.0,5.73680248,1,13
1249,2.95822427,102.6908943,336.064858,303.7826959,994.1552192,0.166666667,2.95822427,0.090909091,0.065310316,2.95822427,1,5
1250,3.05433036,136.9211924,477.8803044,418.202555,1459.604322,0.166666667,3.05433036,0.0625,0.107826964,3.05433036,1,5
1251,2.940190882,136.9211924,484.5790439,402.5744417,1424.754887,0.166666667,3.297501605,0.0625,0.097519826,2.58288016,2,5
1252,4.92375437,126.6838495,389.3217473,623.7601578,1916.924655,0.15,4.92375437,0.055555556,0.07568371,4.92375437,1,17
1253,3.16398124,258.4902243,689.7561902,817.8582203,2182.375646,0.533333333,3.16398124,0.461538462,0.024220239,3.16398124,1,7
1254,3.851011224,111.5171053,276.900833,429.4536244,1066.348216,0.466666667,3.851011224,0.428571429,0.034289586,3.851011224,1,5
1255,3.70082618,86.70947124,218.6151084,320.8966812,809.0565163,0.5,3.70082618,0.473684211,0.018867901,3.70082618,1,5
1256,5.26662376,55.38243513,188.8873217,291.6784488,994.7984566,0.05,5.26662376,0.0,0.128942402,5.26662376,1,19
1257,3.18075604,86.70947124,215.3533757,275.8016744,684.9865504,0.5,3.18075604,0.473684211,0.030279139,3.18075604,1,5
1258,2.23456342,248.9477402,633.3343444,556.2895137,1415.225759,0.545454545,3.060993293,0.473684211,0.008860301,1.408133547,2,5
1259,3.640162134,216.6625764,749.6358688,788.6869063,2728.796104,0.363636364,3.640162134,0.25,0.07491565,3.640162134,1,21
1260,3.71629475,53.74648733,155.3797773,199.7377887,577.4370508,0.428571429,3.71629475,0.407407407,0.070186485,3.71629475,1,4
1261,4.72229987,108.7198608,323.2416161,513.4077845,1526.443842,0.166666667,4.72229987,0.090909091,0.000313327,4.72229987,1,10
1262,5.281162,111.8696718,364.0466592,590.8018597,1922.589383,0.090909091,5.281162,0.0,0.056580772,5.281162,1,10
1263,6.01081639,111.8696718,348.756144,672.4280568,2096.309147,0.090909091,6.01081639,0.0,0.064649472,6.01081639,1,10
1264,5.37805054,111.8696718,361.8744382,601.6407489,1946.179018,0.090909091,5.37805054,0.0,0.057394158,5.37805054,1,10
1265,4.424947592,87.50909083,287.6712423,387.2231408,1272.930171,0.08,4.424947592,0.0,0.043424952,4.424947592,1,23
1266,4.336518855,50.89255878,188.3195465,220.6965407,816.6512641,0.05,4.336518855,0.0,0.023864906,4.336518855,1,19
1267,4.11950206,227.6613788,829.6311402,937.8515191,3417.667191,0.333333333,4.11950206,0.2,0.0,4.11950206,1,4
1268,3.645935965,227.6613788,868.9874361,830.038809,3168.272547,0.333333333,4.317738,0.2,0.076697795,2.97413393,2,4
1269,3.80641245,227.6613788,831.3967932,866.5731068,3164.639105,0.333333333,3.907885615,0.2,0.06488233,3.704939285,2,4
1270,3.300018625,127.5957825,407.6736468,421.0684587,1345.330627,0.1,3.300018625,0.0,0.004960176,3.300018625,1,9
1271,3.393140375,127.5957825,413.4786916,432.9504013,1402.991243,0.1,3.393140375,0.0,2.19e-05,3.393140375,1,9
1272,2.395587765,132.6476359,405.4566841,317.7690535,971.3070716,0.105263158,2.395587765,0.0,0.013443596,2.395587765,1,17
1273,3.812288105,162.3175322,609.0491514,618.8011973,2321.870835,0.3125,3.812288105,0.214285714,0.049445288,3.812288105,1,11
1274,3.51275498,82.90121306,294.4256127,291.211649,1034.245037,0.266666667,3.51275498,0.214285714,0.062900773,3.51275498,1,11
1275,4.110738123,206.2426615,810.4726705,847.8095712,3331.640904,0.291666667,4.218635145,0.15,0.013714019,3.88323738,3,17
1276,2.325372465,130.4344803,435.8218946,303.3087489,1013.448233,0.111111111,2.325372465,0.0,0.026180297,2.325372465,1,16
1277,4.345271812,206.2426615,800.9125999,896.1804237,3480.182945,0.291666667,4.577441142,0.15,0.000965348,4.113102482,2,17
1278,3.234364345,200.8779783,731.956641,649.7125707,2367.414462,0.346153846,3.234364345,0.227272727,0.057260544,3.234364345,1,17
1279,4.10366696,78.08902635,324.1206613,320.4513574,1330.083249,0.266666667,4.10366696,0.214285714,0.045902084,4.10366696,1,22
1280,2.597148605,102.0653237,350.3298421,265.0788132,909.8586606,0.1,2.597148605,0.0,0.03435891,2.597148605,1,18
1281,4.032414413,169.6568312,702.9994131,684.1266514,2834.784966,0.25,4.06283768,0.117647059,0.025255472,3.97156788,2,3
1282,2.787710865,526.9357696,1920.812062,1468.94457,5354.668654,0.4,4.3736146,0.0,0.051947356,2.259076287,2,3
1283,4.21968361,282.7613853,1183.795083,1193.163583,4995.240709,0.25,4.21968361,0.0,0.0,4.21968361,1,3
1284,2.919769592,204.2998824,917.6631353,596.5085843,2679.364918,0.294117647,2.919769592,0.142857143,0.052096042,2.919769592,1,24
1285,4.283369614,162.5915525,396.5091104,696.4397154,1698.395075,0.227272727,4.283369614,0.15,0.047450264,4.283369614,1,17
1286,3.95507,282.7613853,1196.562557,1118.341072,4732.488671,0.25,4.127197405,0.0,0.017837688,3.869006298,2,3
1287,4.807860525,146.7540208,599.1412657,705.5728633,2880.58764,0.142857143,4.807860525,0.0,0.069634613,4.807860525,1,3
1288,3.505210086,347.0973305,1407.591846,1216.649064,4933.905137,0.294117647,4.54513242,0.0,0.027185118,2.128404705,3,3
1289,3.85613503,283.8570982,688.0182271,1094.5913,2653.091187,0.181818182,4.19913415,0.0,0.043468642,3.51313591,2,9
1290,3.760326258,144.5857756,309.4113225,543.6896886,1163.48752,0.142857143,4.369354585,0.052631579,0.054256869,3.15129793,2,9
1291,2.40717428,22.48224618,95.53975472,54.11868476,229.9808403,0.026315789,2.40717428,0.0,0.01384543,2.40717428,1,37
1292,1.92851371,24.31634373,106.3752206,46.89440226,205.1460713,0.082191781,1.92851371,0.056338028,0.03536326,1.92851371,1,67
1293,4.03552595,89.41087282,406.7007874,360.8198975,1641.251581,0.25,4.03552595,0.181818182,0.052292001,4.03552595,1,9
1294,3.98042495,53.92359239,232.843687,214.6388126,926.8168213,0.25,3.98042495,0.210526316,0.068980321,3.98042495,1,15
1295,3.955192497,91.76848419,395.4900564,362.9620201,1564.239304,0.25,3.955192497,0.181818182,0.028185254,3.955192497,1,9
1296,2.82539459,105.3871539,331.2793574,297.7602945,935.9949041,0.4,2.82539459,0.347826087,0.0,2.82539459,1,3
1297,3.91287139,70.69034633,301.1023178,276.6022337,1178.174645,0.25,3.91287139,0.2,0.075413822,3.91287139,1,3
1298,2.96954498,208.2583983,858.5514402,618.4326812,2549.507119,0.294117647,2.96954498,0.142857143,0.073165026,2.96954498,1,3
1299,3.158080168,241.6838423,1085.282811,763.2569492,3427.410122,0.266666667,3.859520465,0.0,0.058716108,2.924266735,2,11
1300,2.414338358,182.9320292,924.5218969,441.659815,2232.108679,0.234042553,2.414338358,0.0,0.033602756,2.414338358,1,3
1301,1.655018688,198.7064138,1045.573181,328.8628282,1730.443153,0.25,1.655018688,0.0,0.0,1.655018688,1,3
1302,3.84279192,149.3947018,595.407869,574.0927528,2288.028548,0.142857143,3.84279192,0.0,0.012914537,3.84279192,1,30
1303,3.857643815,94.25379511,383.8430211,363.5975697,1480.729656,0.25,3.857643815,0.181818182,0.036758581,3.857643815,1,3
1304,4.019813745,86.79056314,391.9766531,348.8818986,1575.673138,0.208333333,5.22490696,0.136363636,0.018711381,2.81472053,2,19
1305,0.68925364,64.71268037,316.9860665,44.6034505,218.4838002,0.071428571,0.68925364,0.0,0.156406658,0.68925364,1,13
1306,8.718342275,64.71268037,290.9026782,564.187297,2536.189117,0.071428571,8.718342275,0.0,0.041857984,8.718342275,1,13
1307,-0.24467478,64.71268037,319.274071,-15.83356083,-78.11831309,0.071428571,-0.24467478,0.0,0.153286924,-0.24467478,1,13
1308,2.79342137,356.9900639,1361.53494,997.2236735,3803.340797,0.294117647,3.943043881,0.0,0.014014321,1.966778793,3,12
1309,3.045145773,292.8456981,1129.07885,891.7578399,3438.209687,0.25,3.045145773,0.0,0.067841375,3.045145773,1,9
1310,3.342381355,200.2939402,735.7304114,669.4587312,2459.091609,0.181818182,3.342381355,0.0,0.078863841,3.342381355,1,9
1311,3.043541265,235.4895115,908.1889567,716.7220457,2764.110566,0.25,3.301440115,0.0625,0.020411516,2.65980357,3,15
1312,3.561501283,155.8444171,590.5904902,555.0400913,2103.388788,0.142857143,3.561501283,0.0,0.040013804,3.561501283,1,24
1313,3.526510372,157.4629986,579.6097345,555.2948979,2043.999741,0.142857143,3.526510372,0.0,0.033337454,3.526510372,1,12
1314,6.238580078,140.5732905,403.5512755,876.9777299,2517.586948,0.3,6.238580078,0.222222222,0.0,6.238580078,1,7
1315,6.205369259,281.1465811,829.7252073,1744.618351,5148.751295,0.3,6.283180225,0.125,0.0,6.127558292,2,7
1316,2.599456685,102.2706897,346.7494193,265.8482279,901.3600959,0.1,2.599456685,0.0,0.03149257,2.599456685,1,18
1317,3.223833745,183.9237486,570.1967517,592.9395873,1838.219529,0.285714286,3.223833745,0.166666667,0.006362023,3.223833745,1,5
1318,3.523431388,183.9237486,568.3392968,648.0427088,2002.504517,0.285714286,3.523431388,0.166666667,0.024084587,3.523431388,1,5
1319,2.17764116,183.9237486,573.3801607,400.5199253,1248.616238,0.285714286,2.17764116,0.166666667,0.061787496,2.17764116,1,5
1320,2.84426369,169.6048193,557.0791396,482.4008292,1584.479969,0.15,2.84426369,0.0,5.33e-14,2.84426369,1,34
1321,4.584753505,166.7529717,626.8959437,764.5212716,2874.163375,0.142857143,4.584753505,0.0,0.016824449,4.584753505,1,12
1322,3.51194276,284.5643254,1206.020016,999.3736222,4235.473264,0.25,3.51194276,0.0,0.071608513,3.51194276,1,9
1323,3.64492767,215.2817124,1024.589456,784.6862704,3734.554457,0.2,4.01528975,0.0,0.041440139,2.90420351,2,12
1324,3.386664895,108.535121,441.7657641,367.5720843,1496.112605,0.107142857,3.386664895,0.0,0.026442564,3.386664895,1,25
1325,2.06997547,12.55141545,58.20913519,25.9811221,120.491482,0.072727273,2.06997547,0.055555556,0.087091619,2.06997547,1,17
1326,3.72672032,18.88852113,87.70541463,70.39223552,326.8535509,0.055555556,3.72672032,0.028571429,0.08195204,3.72672032,1,17
1327,0.434339013,32.05274815,166.0389948,13.92175898,72.11721304,0.260869565,0.434339013,0.227272727,0.053645939,0.434339013,1,17
1328,2.41807513,123.9570862,325.9775522,299.7375474,788.2382119,0.533333333,2.41807513,0.5,0.084999695,2.41807513,1,7
1329,3.724738503,137.2222785,658.9492808,511.117104,2454.413758,0.25,3.754327715,0.142857143,0.0,3.7173412,2,30
1330,3.537370715,91.42913513,424.0515319,323.4187451,1500.02747,0.25,3.537370715,0.181818182,0.044258879,3.537370715,1,9
1331,3.220767085,91.39175481,423.7891978,294.3515557,1364.926299,0.25,3.220767085,0.181818182,0.016729655,3.220767085,1,6
1332,3.79972183,274.0632151,1328.543422,1041.363981,5048.095444,0.25,4.02219698,0.0,0.007270884,3.688484255,2,9
1333,3.513442177,181.3998049,979.6469708,637.3377255,3441.932985,0.1875,3.513442177,0.0,0.069880589,3.513442177,1,13
1334,1.84275854,100.7755239,305.7853009,185.7049573,563.4884747,0.2,1.84275854,0.111111111,0.028662651,1.84275854,1,4
1335,3.803494735,202.3561856,432.006607,769.6606867,1643.134855,0.086956522,3.803494735,0.0,0.042911322,3.803494735,1,21
1336,2.007015985,44.30870715,164.8416242,88.92828353,330.8397747,0.173076923,2.007015985,0.14,0.018486122,2.007015985,1,43
1337,2.800846745,79.87297215,267.92498,223.7119541,750.416808,0.2,2.800846745,0.142857143,0.049382054,2.800846745,1,24
1338,3.825374194,203.1804152,721.6829517,777.2411172,2760.70734,0.172413793,4.123991317,0.0,0.024795908,2.6309057,2,12
1339,3.622156275,55.38716039,251.903493,200.6209506,912.433818,0.25,3.622156275,0.210526316,0.004517087,3.622156275,1,30
1340,4.018574225,42.41715242,206.5964459,170.4564754,830.2231525,0.208333333,4.018574225,0.173913043,0.015608123,4.018574225,1,19
1341,3.71285639,92.40258739,411.0059154,343.0775371,1526.005939,0.25,3.71285639,0.181818182,0.01195803,3.71285639,1,9
1342,4.806656155,122.9191217,418.4911498,590.829953,2011.543061,0.1,4.806656155,0.0,0.061656573,4.806656155,1,9
1343,4.636757545,71.34174712,208.3047275,330.7943842,965.8585171,0.3,4.636757545,0.263157895,0.044103622,4.636757545,1,7
1344,3.722677633,71.49963913,244.7051511,266.1701074,910.9583927,0.133333333,3.722677633,0.071428571,0.023423383,3.722677633,1,13
1345,3.962541128,145.0224864,690.7564465,574.6575668,2737.150828,0.142857143,3.962541128,0.0,0.065852478,3.962541128,1,12
1346,4.4383188,110.8629184,355.4266196,492.0449749,1577.496648,0.15,4.4383188,0.055555556,0.050791673,4.4383188,1,17
1347,3.34773853,101.6156059,439.2116339,340.182479,1470.36571,0.1,3.34773853,0.0,0.070968997,3.34773853,1,9
1348,2.98653666,72.92584836,296.5863127,217.7957196,885.7658957,0.25,2.98653666,0.2,0.040287187,2.98653666,1,12
1349,4.554180098,167.6206613,618.1854481,763.3746795,2815.327864,0.142857143,4.554180098,0.0,0.002652819,4.554180098,1,24
1350,4.176536183,168.3705136,611.6161588,703.2055423,2554.437017,0.142857143,4.176536183,0.0,0.00226374,4.176536183,1,12
1351,3.772951135,162.5334049,523.7827994,613.2305947,1976.206908,0.25,3.772951135,0.142857143,-1.78e-15,3.772951135,1,6
1352,3.68446795,162.5334049,505.833912,598.8491213,1863.728837,0.25,3.68446795,0.142857143,0.009069543,3.68446795,1,6
1353,4.05595318,81.26670247,249.9306755,329.6139403,1013.707118,0.25,4.05595318,0.2,0.037231797,4.05595318,1,6
1354,3.871642213,162.5334049,526.9927207,629.2711915,2040.327263,0.25,3.871642213,0.142857143,0.004157811,3.871642213,1,6
1355,3.617312548,162.5334049,524.3454465,587.9341251,1896.721363,0.25,3.617312548,0.142857143,0.025203419,3.617312548,1,6
1356,4.167187235,81.26670247,257.9997557,338.6535652,1075.133289,0.25,4.167187235,0.2,0.019777257,4.167187235,1,6
1357,2.90581106,104.8888079,538.4259146,304.787058,1564.563978,0.25,2.90581106,0.142857143,0.01862597,2.90581106,1,6
1358,1.095966905,108.0325037,823.3140605,118.4000487,902.3249627,0.333333333,1.095966905,0.2,0.075045472,1.095966905,1,4
1359,2.665993545,97.94415207,387.7580297,261.1184772,1033.760404,0.25,2.665993545,0.181818182,0.047844079,2.665993545,1,9
1360,3.951993726,222.2080699,675.1751963,878.1648979,2668.288139,0.19047619,4.192947448,0.0,0.020607717,3.229132558,2,17
1361,1.774985208,215.8734479,840.9236888,383.172177,1492.627109,0.294117647,1.774985208,0.142857143,0.064435372,1.774985208,1,24
1362,3.106571176,290.4389452,1144.917158,902.2692556,3556.766641,0.25,3.106571176,0.0,0.054564759,3.106571176,1,15
1363,3.14506721,288.5643192,1157.672924,907.5541782,3640.959153,0.25,3.14506721,0.0,0.071830642,3.14506721,1,12
1364,3.680159835,150.5090708,644.3907575,553.8974371,2371.460984,0.25,3.680159835,0.142857143,0.018526022,3.680159835,1,12
1365,3.550387847,197.1195755,933.8583745,699.8509452,3315.559423,0.1875,3.550387847,0.0,0.011879703,3.550387847,1,13
1366,0.40050096,98.27904336,545.8352752,39.36085121,218.6075517,0.5,0.40050096,0.333333333,0.049360726,0.40050096,1,2
1367,4.250520212,113.679366,399.7783455,483.1964429,1699.265938,0.1,4.250520212,0.0,0.082445253,4.250520212,1,36
1368,4.144086858,168.6354938,611.7626163,698.8401335,2535.197418,0.142857143,4.144086858,0.0,0.052608846,4.144086858,1,24
1369,4.52943625,194.6471527,590.2303855,881.6418692,2673.410904,0.15,4.52943625,0.0,0.048445654,4.52943625,1,34
1370,3.3550534,87.70155552,256.7066072,294.243402,861.2643753,0.125,3.3550534,0.066666667,0.056582691,3.3550534,1,14
1371,2.71625619,183.9052128,464.5182444,499.5336726,1261.750557,0.25,2.780188045,0.142857143,0.079915907,2.652324335,2,6
1372,3.19590966,105.2490509,271.8571699,336.3664584,868.8309555,0.083333333,3.19590966,0.0,0.053310861,3.19590966,1,11
1373,2.97182655,102.4563757,320.5487872,304.4825775,952.6153962,0.153846154,2.97182655,0.083333333,0.06149237,2.97182655,1,11
1374,2.979473094,204.9127514,564.1168429,610.5320294,1680.770955,0.153846154,2.979473094,0.0,0.051009105,2.979473094,1,11
1375,3.757024023,211.8752242,549.4060599,796.0203071,2064.131766,0.181818182,4.63856546,0.052631579,0.01696119,3.316253305,2,9
1376,4.9007946,146.613371,461.8261932,718.5220171,2263.315314,0.1,4.9007946,0.0,0.0,4.9007946,1,9
1377,3.974719813,194.3944558,573.1640378,772.663495,2278.166457,0.15,3.974719813,0.0,0.039819007,3.974719813,1,34
1378,3.9146438,54.12110846,240.8076906,211.8648617,942.6763331,0.25,3.9146438,0.210526316,0.048936301,3.9146438,1,15
1379,3.147603165,129.3634685,585.3171753,407.1848628,1842.346194,0.173913043,3.351493475,0.05,0.069352138,2.976890615,3,19
1380,4.138866347,225.9689428,649.5209711,935.2552529,2688.280489,0.170731707,4.413634845,0.0,0.040836582,2.49025536,2,34
1381,3.488411142,252.55656,803.0643173,881.0211176,2801.418512,0.416666667,3.488411142,0.3,0.0,3.488411142,1,7
1382,6.015325782,135.1157483,431.1493225,812.7652443,2593.503636,0.3,6.015325782,0.222222222,0.0,6.015325782,1,7
1383,3.385999935,64.03295358,180.9234894,216.8155767,612.6069233,0.19047619,3.385999935,0.15,0.027617355,3.385999935,1,17
1384,3.376677213,128.0659072,363.0971346,432.4372304,1226.06182,0.19047619,3.745936195,0.105263158,0.013975847,3.00741823,2,17
1385,12.15633387,14.86199589,70.66348195,180.6673841,859.008879,0.017857143,12.15633387,0.0,0.041112281,12.15633387,1,55
1386,3.05399678,112.3876243,561.2395936,343.2314426,1714.023912,0.125,3.05399678,0.0,0.028530673,3.05399678,1,7
1387,3.685881015,79.39371366,378.0272712,292.6357819,1393.363542,0.1,3.685881015,0.0,0.118011127,3.685881015,1,9
1388,0.922604445,36.16270463,185.3887,33.36387204,171.0404387,0.075,0.922604445,0.026315789,0.046244447,0.922604445,1,37
1389,1.15790866,33.20638913,183.2073737,38.44996554,212.1374045,0.05,1.15790866,0.0,0.026961158,1.15790866,1,19
1390,2.30472089,29.84054114,178.8548122,68.77411853,412.2104218,0.05,2.30472089,0.0,0.029955216,2.30472089,1,19
1391,3.00997345,31.4918913,91.94441234,94.7897567,276.75024,0.170731707,3.00997345,0.15,0.054129778,3.00997345,1,34
1392,4.086845487,167.4323356,602.2095181,684.2700853,2461.137252,0.142857143,4.086845487,0.0,0.022837695,4.086845487,1,24
1393,3.62257759,31.72210793,91.78042237,114.9157973,332.4817013,0.170731707,3.62257759,0.15,0.056606173,3.62257759,1,34
1394,2.21078381,28.43206603,74.69878087,62.85715126,165.1428554,0.163636364,2.21078381,0.148148148,0.070092433,2.21078381,1,23
1395,3.673145543,169.0631488,595.7615814,620.9935514,2188.318997,0.142857143,3.673145543,0.0,0.009077703,3.673145543,1,24
1396,2.42244428,120.7548081,302.9749744,292.5217942,733.9399937,0.166666667,2.42244428,0.090909091,0.04091492,2.42244428,1,10
1397,4.57491038,110.9193864,302.0578968,507.4462523,1381.887807,0.357142857,4.57491038,0.307692308,0.040774664,4.57491038,1,9
1398,4.368294745,215.6442399,594.6186743,941.9976,2597.46963,0.4,5.19040932,0.307692308,0.044454081,3.54618017,2,9
1399,4.63783101,124.2587676,301.9796756,576.2911654,1400.530704,0.333333333,4.63783101,0.272727273,0.051437247,4.63783101,1,8
1400,4.49562787,124.2587676,294.1577784,558.6211785,1322.423907,0.333333333,4.49562787,0.272727273,0.05573459,4.49562787,1,8
1401,4.06331226,272.5216898,798.0411345,1107.340723,3242.690326,0.363636364,4.536227865,0.222222222,0.0,3.590396655,2,7
1402,4.589949605,141.2451886,428.0677657,648.3082978,1964.809472,0.3,4.589949605,0.222222222,0.02925637,4.589949605,1,7
1403,4.306481015,141.2451886,404.7010128,608.2697234,1742.837228,0.3,4.306481015,0.222222222,0.013461331,4.306481015,1,7
1404,3.86458755,141.2451886,415.1127339,545.8543975,1604.239503,0.3,3.86458755,0.222222222,0.026637841,3.86458755,1,7
1405,4.968621062,177.6787466,474.1337583,882.8183628,2355.790978,0.214285714,4.968621062,0.083333333,0.013133253,4.968621062,1,11
1406,3.714199038,156.9604738,377.3702521,582.9824407,1401.628227,0.333333333,3.714199038,0.25,0.063360708,3.714199038,1,6
1407,4.417225269,313.9209476,816.7675662,1386.659542,3607.846332,0.333333333,4.851453295,0.142857143,0.023519022,3.982997242,2,6
1408,4.3766599,313.9209476,907.2020356,1373.925223,3970.51477,0.333333333,5.24228322,0.142857143,0.0,3.51103658,2,6
1409,4.591225221,104.3887192,357.5432916,479.2721206,1641.561778,0.181818182,4.591225221,0.1,0.058853651,4.591225221,1,9
1410,5.020581982,208.7774385,610.1320412,1048.184246,3063.217933,0.181818182,5.58167579,0.0,0.041240479,4.459488175,2,9
1411,4.735673077,208.7774385,671.8737897,988.7016947,3181.774617,0.181818182,5.46308848,0.0,0.014936574,4.008257675,2,9
1412,5.5016664,107.2892195,346.5078505,590.2694937,1906.370599,0.1,5.5016664,0.0,0.051903414,5.5016664,1,9
1413,4.948111842,208.7774385,631.473759,1033.054116,3124.602785,0.181818182,5.461019443,0.0,0.051179438,4.435204242,2,9
1414,4.923038075,145.3915006,420.57595,715.7678931,2070.511415,0.133333333,5.88624455,0.0,0.054926941,3.9598316,2,13
1415,4.06594632,185.0756466,539.4568873,752.5076443,2193.402746,0.285714286,4.06594632,0.166666667,0.029413755,4.06594632,1,5
1416,4.888359527,370.1512932,1108.808246,1809.432601,5420.253356,0.285714286,5.957615815,0.0,0.0,3.81910324,2,5
1417,4.13792556,185.0756466,596.3578903,765.8292487,2467.684557,0.285714286,4.13792556,0.166666667,0.039667341,4.13792556,1,5
1418,4.881329557,370.1512932,1109.337954,1806.830448,5415.044144,0.285714286,5.85427226,0.0,0.034983762,3.908386855,2,5
1419,4.077132665,185.0756466,595.8656281,754.5779643,2429.423216,0.285714286,4.077132665,0.166666667,0.071272339,4.077132665,1,5
1420,5.667947847,194.393013,625.3242623,1101.809459,3544.305307,0.166666667,5.667947847,0.0,0.0,5.667947847,1,5
1421,6.927182785,194.393013,640.6846259,1346.595933,4438.139511,0.166666667,6.927182785,0.0,0.056116646,6.927182785,1,5
1422,4.267719325,162.0975504,530.4370477,691.7868484,2263.756439,0.153846154,4.267719325,0.0,0.054205435,4.267719325,1,11
1423,3.93104959,72.39538864,231.1232333,284.5898628,908.5568914,0.074074074,3.93104959,0.0,0.037326627,3.93104959,1,25
1424,4.306837015,126.5360204,501.4062101,544.9700164,2159.474825,0.125,4.306837015,0.0,0.045711385,4.306837015,1,7
1425,4.33717378,126.5360204,433.5749026,548.8087099,1880.489699,0.125,4.33717378,0.0,0.041657358,4.33717378,1,7
1426,3.809568105,76.31153956,274.3751206,290.7140072,1045.250708,0.08,3.809568105,0.0,0.047548946,3.809568105,1,23
1427,4.040647738,225.4607732,716.0056606,911.0075633,2893.126653,0.2,4.040647738,0.0,0.0,4.040647738,1,4
1428,4.216429453,225.4607732,781.2073344,950.6394447,3293.905614,0.2,4.216429453,0.0,0.021468674,4.216429453,1,4
1429,4.56605932,116.1204913,390.2259616,530.2130514,1781.794889,0.111111111,4.56605932,0.0,0.064607579,4.56605932,1,4
1430,4.60901623,116.1204913,407.2609786,535.2012289,1877.07246,0.111111111,4.60901623,0.0,0.015283718,4.60901623,1,4
1431,4.083393115,138.5115071,396.8951064,565.5969345,1620.678745,0.130434783,4.083393115,0.0,0.020839116,4.083393115,1,4
1432,1.862314989,352.3376233,1269.209109,656.1636371,2363.667147,0.4,3.122010397,0.181818182,0.017191497,1.44241652,2,9
1433,3.6851551,141.7197064,585.3482462,522.2590988,2157.099075,0.25,4.61578402,0.142857143,0.00813084,2.75452618,2,12
1434,3.54797989,72.18452284,310.3472275,256.1092354,1101.105722,0.2,3.54797989,0.142857143,0.048185876,3.54797989,1,12
1435,3.436934958,189.4137998,780.2860337,651.0029101,2681.792346,0.25,3.77128627,0.1,0.024811882,3.102583645,2,6
1436,2.735218165,142.0603499,583.8647362,388.5660495,1596.997432,0.25,2.735218165,0.142857143,8.88e-16,2.735218165,1,6
1437,3.24611939,113.757653,467.5648693,369.2709231,1517.771388,0.25,3.24611939,0.166666667,0.019245035,3.24611939,1,15
1438,2.896630368,349.14782,1409.580166,1011.352178,4083.032716,0.294117647,4.19639511,0.0,0.044968246,2.03012054,2,24
1439,4.532558443,147.7322281,602.1785422,669.604958,2729.409436,0.142857143,4.532558443,0.0,0.0,4.532558443,1,9
1440,3.001506913,284.5767135,1217.654182,854.1589729,3654.797446,0.25,3.806033517,0.0,0.05353634,1.392453707,2,9
1441,3.56751603,194.4958705,751.007688,693.8671357,2679.231966,0.181818182,3.56751603,0.0,0.097940602,3.56751603,1,9
1442,4.441763174,147.7814809,596.2808257,656.4103399,2648.538213,0.142857143,4.441763174,0.0,0.003801387,4.441763174,1,30
1443,3.054918827,131.1487948,573.3897318,400.6489222,1751.659087,0.208333333,3.054918827,0.095238095,0.027907842,3.054918827,1,19
1444,2.939138937,284.8052697,1197.244172,837.0822578,3518.866964,0.25,3.43750198,0.0,0.07453577,1.44404981,2,12
1445,4.380335784,147.8554218,599.9318939,647.6563947,2627.903143,0.142857143,4.380335784,0.0,0.00182037,4.380335784,1,12
1446,4.24167943,147.8554218,599.5767808,627.1553011,2543.212498,0.142857143,4.24167943,0.0,0.015793828,4.24167943,1,12
1447,3.349060042,217.6167154,921.1174992,728.811446,3084.87781,0.2,3.915172597,0.0,0.039867946,2.21683493,2,12
